# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Dec 2019
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2018-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
32 3 -0.0082881 -0.0082633 -0.1277119 -0.1667493 -0.0303217  0.0032793  0.0212058 -0.0066088  0.0113304 -0.0126201  0.1132351  0.2246942  0.0071353  0.0019278 -0.0347285 -0.0277337  0.0166022 -0.0044642 -0.0010672  0.0049956  0.0012799  0.0095562 -0.0850502 -0.0808701  0.0004702  0.0023148  0.0004560  0.0000635  0.0000301  0.0006380  0.0014370  0.0001065 -0.0029056 -0.0020405  0.0010493 -0.0008688 -0.0024880 -0.0009372  0.0006000  0.0000362 -0.0009059  0.0015844 -0.0006401  0.0005310  0.0025232  0.0008213  0.0003784  0.0004060  0.0009257 -0.0029750  0.0502462  0.0239024  0.0101083 -0.0011279 -0.0057944 -0.0007800  0.0021178 -0.0001222 -0.0596213 -0.0187414 -0.0003743 -0.0006822 -0.0005520 -0.0000518 -0.0019019  0.0005002 -0.0000064  0.0000737  0.0010398  0.0028816  0.0005927  0.0001123 -0.0003585 -0.0050233  0.0000740 -0.0000701
33 0 -0.0076329        nan  0.0506811        nan  0.1063592        nan -0.0393087        nan  0.0118045        nan -0.0282994        nan -0.0054558        nan -0.0065935        nan -0.0341345        nan  0.0126329        nan -0.0040903        nan -0.0110784        nan  0.0021358        nan -0.0008054        nan -0.0004144        nan -0.0035825        nan  0.0007528        nan -0.0001332        nan  0.0009704        nan  0.0000978        nan -0.0002340        nan  0.0006033        nan -0.0030998        nan -0.0004152        nan  0.0045495        nan  0.0079991        nan  0.0228875        nan  0.0036182        nan -0.0021933        nan -0.0069420        nan  0.0020569        nan -0.0000742        nan  0.0020547        nan -0.0011373        nan -0.0022248        nan  0.0002462        nan -0.0050734        nan  0.0011956        nan
33 1  0.0304830  0.0995316  0.0675286 -0.0447992  0.0060692  0.0120428 -0.1373387 -0.0022540 -0.0435897 -0.1905479 -0.0497918  0.0359850  0.0004771  0.0166587 -0.0308362  0.0055933 -0.0042905 -0.0054420  0.0828035 -0.0068941  0.0218787  0.0815360 -0.0127336 -0.0094519 -0.0014919 -0.0004678  0.0019488  0.0018235  0.0024766 -0.0015395 -0.0017247 -0.0008917  0.0004527 -0.0010460 -0.0000475  0.0037476  0.0006200  0.0011239  0.0016034 -0.0018623 -0.0014707  0.0016461  0.0006713  0.0002549 -0.0009365  0.0019949  0.0012211 -0.0022989 -0.0044720 -0.0066117  0.0254899 -0.0022654 -0.0003289  0.0008774  0.0200511 -0.0027243  0.0111200  0.0294637 -0.0219816  0.0002491  0.0000815  0.0003771 -0.0009648  0.0009144 -0.0008142  0.0008260  0.0006410  0.0001130 -0.0010226  0.0013610  0.0008433 -0.0014832  0.0019355  0.0026301 -0.0002474  0.0003532
33 2 -0.0053748 -0.0088089 -0.2198919 -0.4757822 -0.0179449  0.0212021  0.0227215 -0.0165682  0.0116877  0.0095273  0.1871861  0.4067733  0.0088968 -0.0012385 -0.0457413 -0.0072154  0.0043298 -0.0032316 -0.0025019  0.0034754  0.0073673 -0.0004636 -0.1206942 -0.1539365 -0.0036397  0.0095099  0.0005116 -0.0003705  0.0010191  0.0008513  0.0010552  0.0019681 -0.0026429 -0.0021923  0.0007387 -0.0001021 -0.0041334  0.0012053 -0.0008348 -0.0010363  0.0001634 -0.0015778  0.0003275 -0.0003107  0.0023936  0.0003127 -0.0010196 -0.0009506 -0.0061667 -0.0040830  0.0659029  0.0516815 -0.0087230  0.0009365  0.0013900  0.0014544  0.0042573 -0.0004035 -0.0801093 -0.0686181 -0.0021776  0.0045521  0.0008301  0.0007812 -0.0028511 -0.0006528  0.0008259 -0.0002429  0.0012571  0.0056302 -0.0008435 -0.0008401  0.0069593 -0.0053189 -0.0003046 -0.0003112
33 3  0.0567937  0.1037606  0.0213950 -0.0123765  0.0030592  0.0037660  0.0294625  0.0129353 -0.0586017 -0.0829545 -0.0452680 -0.0408737 -0.0020312 -0.0140634  0.0145299  0.0038476 -0.0029917 -0.0022885 -0.0146952 -0.0022154  0.0279430  0.0229093  0.0277225  0.0085857 -0.0017227 -0.0016471 -0.0022284 -0.0058351 -0.0012521 -0.0003152  0.0011448 -0.0005073  0.0013286  0.0000253  0.0021474  0.0061589  0.0002129  0.0006108 -0.0014994  0.0002497 -0.0000695 -0.0004701 -0.0002901  0.0002335 -0.0011528 -0.0007600 -0.0025913 -0.0016640 -0.0046188  0.0040694 -0.0160891  0.0038441  0.0006507  0.0000053 -0.0084591 -0.0030069  0.0026161 -0.0169471  0.0208212 -0.0007540  0.0000692 -0.0017359  0.0017674  0.0000957  0.0000553 -0.0006037 -0.0003951 -0.0000472  0.0001815  0.0000725 -0.0021984  0.0000408 -0.0000036 -0.0013460 -0.0000869  0.0002665
34 0  0.0064612        nan -0.0585166        nan  0.0107185        nan -0.1374855        nan -0.0430280        nan -0.0354233        nan  0.0000270        nan  0.0168700        nan -0.0013105        nan  0.0388130        nan  0.0149571        nan  0.0186510        nan  0.0000838        nan  0.0029001        nan  0.0015977        nan -0.0014268        nan  0.0004304        nan -0.0025418        nan  0.0001511        nan -0.0006125        nan  0.0001088        nan  0.0003378        nan  0.0011300        nan  0.0010641        nan -0.0004223        nan -0.0053004        nan  0.0002863        nan -0.0180971        nan  0.0045990        nan  0.0117305        nan  0.0000012        nan -0.0000979        nan -0.0014644        nan -0.0001475        nan -0.0000466        nan  0.0001732        nan  0.0002717        nan  0.0001262        nan
34 1 -0.0051290 -0.0145404 -0.1168321 -0.0735561  0.0248105 -0.0002573  0.0109617 -0.0215721  0.0110278  0.0030347  0.0788156  0.2249136  0.0046878 -0.0008271  0.0071672 -0.0277505 -0.0214841  0.0164588 -0.0047712  0.0047585 -0.0060784  0.0061473 -0.0655834 -0.1067679 -0.0123333  0.0102616  0.0001444  0.0010463  0.0008834 -0.0000968 -0.0044817  0.0005449 -0.0006819 -0.0017148  0.0007441 -0.0005729  0.0004850 -0.0007790  0.0001609  0.0002612 -0.0037412 -0.0039133  0.0021830 -0.0003464 -0.0006612  0.0005030 -0.0001922  0.0008063 -0.0034666 -0.0022730  0.0283108  0.0348548 -0.0142780  0.0051879  0.0082785  0.0029692 -0.0000240  0.0012290 -0.0366917 -0.0623208  0.0018580 -0.0033236  0.0000996 -0.0006701 -0.0014632 -0.0028248  0.0002136 -0.0001686  0.0031514  0.0018410 -0.0001212  0.0005676  0.0048989  0.0039633 -0.0012520 -0.0007505
34 2  0.0795798  0.3189714 -0.0147711 -0.0579975  0.0000527  0.0265557  0.0211160 -0.0073955 -0.0663989 -0.1461743 -0.0232141 -0.0294582  0.0051217 -0.0560349 -0.0116642  0.0324031 -0.0019781 -0.0083639 -0.0011942  0.0126277  0.0395268  0.0514171 -0.0116608  0.0289474 -0.0003184  0.0001606 -0.0011502 -0.0107745 -0.0018743 -0.0017872  0.0018026 -0.0004490  0.0003648 -0.0010073  0.0011584  0.0045510  0.0000525  0.0003392 -0.0002732 -0.0001936 -0.0001753  0.0010397 -0.0003644  0.0001465 -0.0005328  0.0003021 -0.0007738 -0.0020794 -0.0159238 -0.0002853  0.0158575 -0.0154448 -0.0012532 -0.0042528  0.0143856 -0.0006501  0.0173705 -0.0089019 -0.0093102  0.0249683 -0.0001391 -0.0007781  0.0008671  0.0005290  0.0030779  0.0005586 -0.0001013  0.0000402  0.0005554  0.0001331 -0.0009650 -0.0008959 -0.0002931 -0.0044586 -0.0003234  0.0002772
34 3 -0.0170317  0.0012199 -0.0902057 -0.2819743 -0.0210137  0.0014760  0.0167071 -0.0173622  0.0074613 -0.0124589  0.1235366  0.2275522  0.0017108  0.0026771 -0.0053234  0.0502202  0.0121603 -0.0004730 -0.0021395  0.0083116  0.0031999  0.0038752 -0.0765622 -0.0434791  0.0058434  0.0016906 -0.0009124  0.0013887 -0.0002657 -0.0010881  0.0021424  0.0002181 -0.0029393 -0.0012961  0.0010070 -0.0013409  0.0012090  0.0000582  0.0007065 -0.0002276  0.0006615 -0.0015591 -0.0008898  0.0004886 -0.0013636  0.0000972  0.0004659  0.0003091 -0.0061611  0.0050378  0.0404581 -0.0042086  0.0022711  0.0015533 -0.0050495  0.0012707  0.0012547  0.0001381 -0.0468766  0.0150211  0.0008555  0.0005251 -0.0005648  0.0001296  0.0019280 -0.0003157 -0.0003101  0.0000287 -0.0011450 -0.0035328  0.0005916  0.0000539  0.0006623  0.0043330  0.0004383  0.0002589
35 0 -0.0110039        nan -0.0533120        nan  0.0813742        nan -0.0463218        nan  0.0160160        nan -0.0135322        nan -0.0039841        nan -0.0221824        nan -0.0304879        nan  0.0170385        nan -0.0069389        nan -0.0274449        nan -0.0069258        nan -0.0003635        nan  0.0011922        nan -0.0051077        nan  0.0001743        nan -0.0001926        nan -0.0020575        nan  0.0001367        nan  0.0001208        nan  0.0012350        nan -0.0000884        nan -0.0003782        nan -0.0018661        nan  0.0263324        nan  0.0132282        nan  0.0048593        nan -0.0021350        nan -0.0251629        nan  0.0001044        nan  0.0002545        nan -0.0020226        nan -0.0008673        nan  0.0001979        nan -0.0000715        nan  0.0049147        nan -0.0010688        nan
35 1  0.0086319  0.1502416  0.0252598 -0.0510056 -0.0002843  0.0104500 -0.0574765  0.0035660 -0.0262559 -0.1381201 -0.0391685  0.0205226 -0.0066842 -0.0279348 -0.0297595  0.0026142 -0.0036653 -0.0059216  0.0469617  0.0099357  0.0158562  0.0530925 -0.0157616 -0.0140616  0.0001604 -0.0004907 -0.0000472 -0.0047167  0.0001430 -0.0006232  0.0001173 -0.0000922  0.0004359 -0.0007560 -0.0016979  0.0053558 -0.0008618  0.0001385  0.0001643 -0.0008408 -0.0005591 -0.0005822 -0.0000362  0.0001122  0.0001355 -0.0008647  0.0004210 -0.0020103 -0.0060031  0.0005398  0.0263756  0.0029653  0.0014231 -0.0002905  0.0225485  0.0029623  0.0096131  0.0143724 -0.0206125 -0.0033245  0.0003478 -0.0011751  0.0005549  0.0006280 -0.0000095 -0.0004193  0.0005382 -0.0000223  0.0005089 -0.0001503 -0.0004723 -0.0015621 -0.0019451 -0.0014928 -0.0004341  0.0001185
35 2 -0.0287089 -0.0009526 -0.1499867 -0.5466982 -0.0282025  0.0224469  0.0400552 -0.0107500  0.0046464  0.0005476  0.2193303  0.3018811  0.0120391  0.0011087 -0.0067736  0.0893856  0.0088001 -0.0043799 -0.0088675  0.0024110  0.0094012 -0.0010111 -0.1166894 -0.0899386  0.0094275  0.0005034 -0.0014155 -0.0002395 -0.0021543 -0.0004133  0.0031647  0.0014514 -0.0008927  0.0025541  0.0005556 -0.0001362  0.0031015 -0.0018421 -0.0000534 -0.0000177 -0.0000722  0.0011084 -0.0004813 -0.0003262 -0.0018711 -0.0003156 -0.0003458 -0.0000306 -0.0041433  0.0028057  0.0634157  0.0282411 -0.0124346  0.0038574 -0.0010517  0.0029673  0.0050571  0.0003947 -0.0742967 -0.0211102  0.0020237 -0.0037135  0.0000049  0.0001958  0.0028334  0.0004149  0.0004191 -0.0002935 -0.0010311 -0.0059895 -0.0000014 -0.0000750 -0.0055168  0.0048275  0.0009889  0.0002620
35 3  0.0547050  0.0872113  0.0632773  0.0885959 -0.0003068 -0.0012971  0.0064317  0.0057250 -0.0420951 -0.0448984 -0.0626867 -0.0558762 -0.0141713 -0.0354546  0.0019611 -0.0240927 -0.0023746 -0.0010061 -0.0106936  0.0027908  0.0196400  0.0044359  0.0257135 -0.0065978  0.0012214  0.0014472 -0.0021483 -0.0027602 -0.0007064 -0.0000053  0.0002620 -0.0001710 -0.0004808 -0.0011817  0.0018572  0.0040413 -0.0005356  0.0003939 -0.0002739  0.0020430  0.0011913 -0.0001647 -0.0001577  0.0001265  0.0004755  0.0020827 -0.0013596  0.0003780 -0.0000156  0.0082649 -0.0124751  0.0147315  0.0008914  0.0004279 -0.0050721 -0.0034531 -0.0013287 -0.0216733  0.0159342 -0.0176163  0.0002124  0.0010487  0.0008494 -0.0013328  0.0003360  0.0007066 -0.0002532  0.0000034 -0.0005842  0.0006205 -0.0010738  0.0016364  0.0001171  0.0015479  0.0000631  0.0001974
36 0  0.0314446        nan -0.0408224        nan  0.0085626        nan -0.1307377        nan -0.0447741        nan -0.0373249        nan -0.0053915        nan  0.0112694        nan  0.0004174        nan  0.0376944        nan  0.0146104        nan  0.0191667        nan -0.0004761        nan  0.0016408        nan  0.0034859        nan -0.0015801        nan  0.0000673        nan -0.0016767        nan -0.0001091        nan -0.0013186        nan -0.0020390        nan  0.0005055        nan -0.0009247        nan -0.0000782        nan -0.0024751        nan -0.0023764        nan -0.0004798        nan -0.0136123        nan  0.0048305        nan  0.0091946        nan -0.0001449        nan  0.0003313        nan  0.0034013        nan -0.0000697        nan  0.0002083        nan -0.0002957        nan -0.0000099        nan  0.0001053        nan
36 1 -0.0176597  0.0144864  0.0709069 -0.1366233 -0.0285323 -0.0024989  0.0436625 -0.0109819  0.0110648  0.0004439  0.0118225  0.1722228  0.0042405  0.0038462  0.0185579 -0.0003222 -0.0238742 -0.0106374 -0.0148794  0.0042446  0.0033335  0.0028186 -0.0192098 -0.0727824  0.0129761 -0.0059873 -0.0011453  0.0002001 -0.0013310  0.0003141 -0.0021936 -0.0006236  0.0017540 -0.0016411 -0.0000307 -0.0007849 -0.0008189  0.0010807 -0.0001673 -0.0001394  0.0030955  0.0030981  0.0013995  0.0000158  0.0004028  0.0007830 -0.0004796  0.0003997 -0.0015425 -0.0007751  0.0064113  0.0214926 -0.0332922 -0.0015995  0.0067261  0.0010881  0.0003758  0.0004030 -0.0126130 -0.0469327 -0.0020803  0.0033136  0.0002306 -0.0003943  0.0014753  0.0024644  0.0005738  0.0000273 -0.0024521 -0.0013019 -0.0001590  0.0003998 -0.0042265 -0.0037766  0.0012074 -0.0001920
36 2  0.0801835  0.2415414  0.0433337  0.0279945 -0.0013409  0.0056280  0.0425821 -0.0151097 -0.0509176 -0.0247142 -0.0218051 -0.0462961 -0.0088250 -0.0931499 -0.0215658  0.0262623 -0.0011025 -0.0046689 -0.0088034  0.0175332  0.0310456  0.0060479 -0.0126958  0.0382986 -0.0002133  0.0004281 -0.0013199 -0.0062006 -0.0036291  0.0014282  0.0011300 -0.0005231 -0.0008203  0.0001386  0.0006341  0.0022414  0.0005525  0.0003777 -0.0000471  0.0011675  0.0017462 -0.0006277 -0.0002672  0.0002198  0.0007469  0.0004547 -0.0003761 -0.0006726 -0.0125966  0.0034246  0.0093183 -0.0213701  0.0003641 -0.0020093  0.0127665  0.0008537  0.0109583 -0.0287392 -0.0072181  0.0285917  0.0000035  0.0003666  0.0007977 -0.0001230 -0.0036766 -0.0000082 -0.0001828  0.0000919 -0.0003726  0.0003957 -0.0005949  0.0004137  0.0005601  0.0048423  0.0000827  0.0005496
36 3 -0.0028633 -0.0027551 -0.1228403 -0.1981727  0.0027785 -0.0042569  0.0207592 -0.0127372  0.0042157 -0.0139570  0.0990690  0.1421935  0.0055106 -0.0015124  0.0322103  0.1244123  0.0113688 -0.0057736 -0.0039921  0.0068593  0.0004330  0.0070313 -0.0341438  0.0322392 -0.0012747  0.0001558  0.0008913  0.0014578  0.0003194  0.0006812  0.0009570  0.0003762 -0.0000236  0.0008217 -0.0001629 -0.0004500 -0.0025048 -0.0016937  0.0009119 -0.0006449 -0.0006535  0.0015268 -0.0007811  0.0004148  0.0017793 -0.0008326  0.0009631 -0.0001160  0.0025998 -0.0004138  0.0102961 -0.0486708  0.0072085 -0.0013072 -0.0056510  0.0044565  0.0013011 -0.0013331 -0.0106371  0.0659944 -0.0006468 -0.0003018 -0.0007454  0.0000752 -0.0016859  0.0003239 -0.0003105 -0.0001341  0.0006523  0.0021044  0.0008718 -0.0001183 -0.0007696 -0.0036256 -0.0001321  0.0006160
37 0 -0.0157574        nan  0.0136558        nan  0.0576107        nan -0.0179608        nan  0.0192219        nan  0.0197246        nan  0.0012891        nan -0.0349047        nan -0.0194509        nan  0.0099558        nan -0.0057839        nan -0.0471780        nan  0.0053436        nan -0.0008737        nan  0.0000151        nan -0.0045755        nan  0.0001599        nan -0.0004322        nan  0.0012304        nan  0.0001278        nan -0.0001920        nan  0.0014106        nan -0.0021375        nan -0.0000053        nan  0.0031611        nan  0.0322221        nan  0.0115954        nan  0.0057028        nan -0.0008027        nan -0.0333365        nan  0.0016803        nan  0.0001045        nan  0.0019086        nan -0.0006910        nan -0.0019564        nan  0.0000543        nan -0.0045624        nan  0.0011699        nan
37 1  0.0131346  0.1237135  0.0309993 -0.0470002 -0.0048685  0.0039855  0.0421100 -0.0306378 -0.0029271 -0.0565964 -0.0225764 -0.0047306 -0.0095225 -0.0438589 -0.0304102  0.0073681 -0.0024925 -0.0031653  0.0139797  0.0025692  0.0058998  0.0166800 -0.0222337 -0.0017932 -0.0010552  0.0010838  0.0035861 -0.0007058 -0.0001560 -0.0004489  0.0018836  0.0005154 -0.0002203 -0.0014428 -0.0014419  0.0049029  0.0009810 -0.0002000 -0.0018867  0.0000142 -0.0003842  0.0013519 -0.0006949 -0.0000541 -0.0003981  0.0011284 -0.0007296 -0.0013182 -0.0071986  0.0071932  0.0269799  0.0022946  0.0006708 -0.0001663  0.0226498  0.0021590  0.0090167  0.0012316 -0.0219465  0.0032090 -0.0004417  0.0012659  0.0009734  0.0004125 -0.0014588  0.0009247  0.0003856 -0.0001255 -0.0005423  0.0002402 -0.0012852 -0.0013724  0.0023338  0.0020620 -0.0001459  0.0003245
37 2 -0.0058594  0.0032473 -0.1856473 -0.3372365 -0.0317651  0.0102577  0.0351305  0.0118277 -0.0036321  0.0001944  0.1564089  0.0987405  0.0084781 -0.0014185  0.0356393  0.1513741  0.0123424 -0.0066773 -0.0077020 -0.0026276  0.0090409  0.0015453 -0.0541019  0.0174409 -0.0051289  0.0076221  0.0013054 -0.0001679  0.0015164  0.0003869  0.0030777  0.0005650  0.0001368  0.0006834  0.0002033  0.0005349 -0.0032016  0.0008890  0.0008297  0.0010902  0.0000742 -0.0009131 -0.0009016 -0.0002056  0.0020208  0.0001646  0.0007758  0.0010908 -0.0039214 -0.0021925  0.0312406 -0.0170437 -0.0046892 -0.0004457 -0.0057848  0.0036224  0.0042871  0.0013807 -0.0312995  0.0472137 -0.0023863  0.0033744 -0.0011101 -0.0008789 -0.0024020 -0.0003796  0.0003154 -0.0003358  0.0012625  0.0049052  0.0010256  0.0009698  0.0046655 -0.0041610 -0.0007712  0.0001874
37 3  0.0214773  0.0280779  0.0474878  0.0909817 -0.0003216 -0.0030822 -0.0188385 -0.0061171 -0.0141652  0.0105355 -0.0580717 -0.0606839 -0.0211331 -0.0427629  0.0012528 -0.0547756 -0.0011700  0.0003118 -0.0055816  0.0055494  0.0031478 -0.0192450  0.0255243 -0.0352959 -0.0014088 -0.0013101 -0.0014117 -0.0034649 -0.0002121 -0.0003171  0.0000798 -0.0004854  0.0007663 -0.0007223  0.0006685  0.0014579  0.0000912  0.0001782 -0.0001813  0.0035580 -0.0002032 -0.0003446 -0.0000075  0.0001125 -0.0012298 -0.0012103 -0.0008248  0.0024610  0.0024847  0.0088160 -0.0120464  0.0342108  0.0001217 -0.0000161 -0.0013504 -0.0006252 -0.0079892 -0.0217428  0.0163226 -0.0376780  0.0001453 -0.0011575  0.0005987 -0.0025098  0.0002532 -0.0006244 -0.0002848  0.0001233  0.0002427 -0.0001784 -0.0007276  0.0030721 -0.0000703 -0.0018361 -0.0002387 -0.0002306
38 0  0.0413111        nan -0.0102207        nan  0.0085697        nan -0.1046099        nan -0.0359664        nan -0.0318625        nan -0.0096760        nan -0.0016644        nan -0.0000429        nan  0.0339775        nan  0.0098408        nan  0.0066716        nan  0.0007162        nan -0.0002093        nan  0.0017760        nan -0.0017112        nan -0.0006389        nan -0.0002086        nan  0.0000909        nan -0.0011718        nan -0.0000196        nan  0.0006283        nan  0.0008646        nan -0.0010867        nan -0.0040271        nan  0.0064825        nan -0.0007678        nan -0.0079468        nan  0.0053967        nan -0.0016902        nan  0.0000325        nan  0.0005583        nan -0.0021064        nan  0.0001081        nan -0.0000899        nan -0.0004718        nan  0.0004045        nan -0.0001190        nan
38 1 -0.0024458  0.0035119  0.0130286 -0.0616674 -0.0620022  0.0304271  0.0443542 -0.0157316 -0.0033177  0.0007904 -0.0582268  0.1105373  0.0129370 -0.0026418  0.0130549  0.0302214  0.0214931 -0.0014092 -0.0153552  0.0049071  0.0062793  0.0050375  0.0187125 -0.0141595 -0.0143416  0.0104488  0.0006712 -0.0002144  0.0009053  0.0000337 -0.0004360 -0.0005804  0.0003060  0.0005408 -0.0000228 -0.0012842  0.0020170 -0.0016243 -0.0001674 -0.0003863 -0.0028146 -0.0026660  0.0005909  0.0001593  0.0000698 -0.0004624 -0.0003648  0.0001941 -0.0064920 -0.0044103  0.0010535 -0.0064546 -0.0173181  0.0009536  0.0034940  0.0014452  0.0056513  0.0026465 -0.0022079 -0.0126516  0.0003734 -0.0022111  0.0003402 -0.0001947 -0.0012855 -0.0021830  0.0008623  0.0000888  0.0037744  0.0012438 -0.0002673  0.0003505  0.0035540  0.0034597 -0.0014736 -0.0007045
38 2  0.0467572  0.1186683  0.0243093  0.0464109 -0.0024093 -0.0083499  0.0603068 -0.0071014 -0.0211674  0.0964793 -0.0183873 -0.0500215 -0.0163675 -0.0922635 -0.0093344  0.0091951  0.0004401  0.0001139 -0.0192149  0.0126651  0.0127635 -0.0422510  0.0006688  0.0313718  0.0004840  0.0014484 -0.0015945 -0.0078603 -0.0024268 -0.0003863  0.0014909 -0.0003895 -0.0005609 -0.0026474  0.0017260  0.0000890 -0.0004693 -0.0009525 -0.0005100  0.0018104  0.0003832  0.0006337 -0.0001950  0.0002453 -0.0006127 -0.0006951 -0.0010393  0.0006497 -0.0057312  0.0065960 -0.0043249 -0.0187855 -0.0008728 -0.0012140  0.0078578  0.0009169  0.0028818 -0.0395112  0.0064021  0.0233122  0.0003064  0.0003217  0.0010503 -0.0008324  0.0033421  0.0003626 -0.0003964  0.0001513  0.0002267 -0.0008028 -0.0010721  0.0014176 -0.0005637 -0.0046619 -0.0003700 -0.0001016
38 3  0.0035692  0.0011141 -0.0212617 -0.1105834  0.0053874 -0.0006111  0.0147588 -0.0108901 -0.0085003 -0.0089674  0.0302125 -0.0243571 -0.0034503 -0.0043534  0.0461162  0.1408412  0.0006538  0.0023114 -0.0045915  0.0052992  0.0020606 -0.0039348  0.0097674  0.0985270  0.0029794 -0.0016999 -0.0001439  0.0020229 -0.0008404 -0.0008979  0.0007165 -0.0003442  0.0001980  0.0012922 -0.0006740 -0.0002737  0.0003711  0.0007505  0.0007494 -0.0010489  0.0006088 -0.0015014 -0.0004938  0.0003721 -0.0031486 -0.0003216  0.0008117 -0.0007250 -0.0029025  0.0045396 -0.0107768 -0.0695146  0.0012857  0.0019264 -0.0035202  0.0027053 -0.0007616 -0.0024379  0.0151775  0.0898376  0.0016802  0.0005412 -0.0006437  0.0004645  0.0016281 -0.0001745 -0.0005560 -0.0000642 -0.0018402 -0.0030067  0.0008413 -0.0005057  0.0008301  0.0031118  0.0001054  0.0007168
39 0 -0.0135308        nan -0.1027605        nan  0.0266586        nan -0.0173607        nan  0.0103003        nan  0.0276885        nan  0.0044454        nan -0.0278201        nan -0.0154580        nan  0.0078027        nan -0.0015293        nan -0.0436551        nan -0.0050445        nan  0.0002706        nan  0.0010967        nan -0.0040723        nan -0.0017092        nan -0.0001253        nan -0.0002162        nan  0.0002904        nan -0.0002005        nan  0.0013918        nan  0.0019164        nan  0.0003983        nan -0.0048563        nan  0.0339528        nan  0.0004208        nan  0.0071190        nan  0.0007528        nan -0.0351762        nan -0.0011699        nan  0.0000138        nan -0.0019064        nan -0.0005223        nan  0.0017720        nan  0.0000675        nan  0.0042175        nan -0.0005745        nan
39 1  0.0092815  0.0883200 -0.0199352 -0.0343071 -0.0090751  0.0020425  0.0993210 -0.0116354  0.0150539  0.0067244 -0.0109285 -0.0344006 -0.0079260 -0.0358219 -0.0181536  0.0007954  0.0011085  0.0002887 -0.0270068  0.0136329 -0.0034271 -0.0167124 -0.0152169 -0.0037646  0.0005218  0.0002368 -0.0008304 -0.0052954 -0.0020807  0.0010625  0.0030690  0.0003551  0.0001083 -0.0003941 -0.0004948  0.0044026 -0.0007393 -0.0007110 -0.0026366  0.0012547  0.0005335 -0.0010613 -0.0010457 -0.0002142  0.0003855 -0.0016757 -0.0021016  0.0002339 -0.0057193  0.0097411  0.0186548  0.0098947  0.0011570 -0.0011889  0.0165871  0.0068172  0.0059680 -0.0076168 -0.0129725 -0.0013570  0.0004717 -0.0005559  0.0022252 -0.0005581 -0.0001351 -0.0005340  0.0002213 -0.0001276  0.0003582 -0.0007316 -0.0023836 -0.0004357 -0.0019049 -0.0016057 -0.0001881 -0.0001171
